ADDR_LN_1,CITY,LATTD,LNGTD
4897 FM 2616,HALLETTSVILLE,29.353934,-96.904812
6135 COUNTY ROAD 1,HALLETTSVILLE,29.353945,-96.925294
4726 FM 2616,HALLETTSVILLE,29.35444,-96.904848
4601 FM 2616,HALLETTSVILLE,29.354816,-96.904857
3866 COUNTY ROAD 15,HALLETTSVILLE,29.355115,-96.848628
3866 COUNTY ROAD 15,HALLETTSVILLE,29.355115,-96.848628
4391 FM 2616,HALLETTSVILLE,29.355435,-96.904872
4393 FM 2616,HALLETTSVILLE,29.355435,-96.904872
1616 COUNTY ROAD 1H,HALLETTSVILLE,29.355874,-96.943464
4057 FM 2616,HALLETTSVILLE,29.356433,-96.904942
4057 FM 2616,HALLETTSVILLE,29.356433,-96.904942
3744 FM 2616,HALLETTSVILLE,29.357369,-96.90503
45 COUNTY ROAD 1F,HALLETTSVILLE,29.357394,-96.936325
127 COUNTY ROAD 1F,HALLETTSVILLE,29.357529,-96.933663
160 COUNTY ROAD 1F,HALLETTSVILLE,29.357571,-96.932637
626 COUNTY ROAD 1F,HALLETTSVILLE,29.357866,-96.92709
304 COUNTY ROAD 12,HALLETTSVILLE,29.358039,-96.905154
876 PRIVATE ROAD 4012,HALLETTSVILLE,29.358039,-96.905154
139 PRIVATE ROAD 1068,HALLETTSVILLE,29.358039,-96.905154
787 PRIVATE ROAD 4012,HALLETTSVILLE,29.358039,-96.905154
1967 COUNTY ROAD 453,HALLETTSVILLE,29.358039,-96.905154
125 COUNTY ROAD 430,HALLETTSVILLE,29.358039,-96.905154
937 PRIVATE ROAD 4012,HALLETTSVILLE,29.358039,-96.905154
875 PRIVATE ROAD 4012,HALLETTSVILLE,29.358039,-96.905154
593 COUNTY ROAD 381,HALLETTSVILLE,29.358155,-97.018315
1235 COUNTY ROAD 390,HALLETTSVILLE,29.358326,-96.995399
3378 FM 2616,HALLETTSVILLE,29.358446,-96.905213
3376 FM 2616,HALLETTSVILLE,29.358452,-96.905214
2086 COUNTY ROAD 1G,HALLETTSVILLE,29.359096,-96.938226
1288 COUNTY ROAD 387,HALLETTSVILLE,29.359281,-96.977288
1546 COUNTY ROAD 380,HALLETTSVILLE,29.359836,-97.026186
1160 COUNTY ROAD 387,HALLETTSVILLE,29.359992,-96.976523
7366 FM 318,HALLETTSVILLE,29.361825,-97.046808
82 COUNTY ROAD 1K,HALLETTSVILLE,29.36187,-96.920228
1094 COUNTY ROAD 16A,HALLETTSVILLE,29.362417,-96.827369
5841 US HIGHWAY 77 S,HALLETTSVILLE,29.362539,-96.965356
5841 US HIGHWAY 77 S,HALLETTSVILLE,29.362539,-96.965356
1620 COUNTY ROAD 380,HALLETTSVILLE,29.362587,-97.026235
1977 COUNTY ROAD 379,HALLETTSVILLE,29.362792,-96.997068
1321 COUNTY ROAD 379,HALLETTSVILLE,29.362827,-97.007376
29 COUNTY ROAD 157D,HALLETTSVILLE,29.363297,-96.850147
494 COUNTY ROAD 451,HALLETTSVILLE,29.363297,-96.850147
541 COUNTY ROAD 451,HALLETTSVILLE,29.363297,-96.850147
4695 FM 530,HALLETTSVILLE,29.363297,-96.850147
2271 COUNTY ROAD 450,HALLETTSVILLE,29.363297,-96.850147
5030 FM 530,HALLETTSVILLE,29.363297,-96.850147
4697 FM 530,HALLETTSVILLE,29.363297,-96.850147
4755 FM 530,HALLETTSVILLE,29.363297,-96.850147
5011 FM 530,HALLETTSVILLE,29.363297,-96.850147
5011 FM 530,HALLETTSVILLE,29.363297,-96.850147
13587 FM 530,HALLETTSVILLE,29.363297,-96.850147
668 COUNTY ROAD 451,HALLETTSVILLE,29.363297,-96.850147
4866 FM 530,HALLETTSVILLE,29.363297,-96.850147
29 COUNTY ROAD 157D,HALLETTSVILLE,29.363297,-96.850147
4755 FM 530,HALLETTSVILLE,29.363297,-96.850147
5781 US HIGHWAY 77 S,HALLETTSVILLE,29.363392,-96.965169
5746 US HIGHWAY 77 S,HALLETTSVILLE,29.363889,-96.96506
591 COUNTY ROAD 387,HALLETTSVILLE,29.36405,-96.970899
5719 US HIGHWAY 77 S,HALLETTSVILLE,29.364292,-96.964971
25 COUNTY ROAD 379A,HALLETTSVILLE,29.364639,-97.007202
27 COUNTY ROAD 379A,HALLETTSVILLE,29.36467,-97.007207
503 COUNTY ROAD 387,HALLETTSVILLE,29.365294,-96.969956
1113 COUNTY ROAD 390,HALLETTSVILLE,29.365402,-96.993341
3025 COUNTY ROAD 15,HALLETTSVILLE,29.365469,-96.851453
1105 COUNTY ROAD 390,HALLETTSVILLE,29.365941,-96.993297
451 COUNTY ROAD 387,HALLETTSVILLE,29.366066,-96.969468
1678 COUNTY ROAD 1G,HALLETTSVILLE,29.366146,-96.938865
403 COUNTY ROAD 387,HALLETTSVILLE,29.366787,-96.96902
403 COUNTY ROAD 387,HALLETTSVILLE,29.366787,-96.96902
11715 FM 530,HALLETTSVILLE,29.366951,-96.771942
1486 COUNTY ROAD 1G,HALLETTSVILLE,29.367409,-96.941403
11641 FM 530,HALLETTSVILLE,29.367719,-96.773264
1408 COUNTY ROAD 1G,HALLETTSVILLE,29.3679,-96.94246
241 COUNTY ROAD 387,HALLETTSVILLE,29.368097,-96.967448
11593 FM 530,HALLETTSVILLE,29.368106,-96.773961
11593 FM 530,HALLETTSVILLE,29.368106,-96.773961
11591 FM 530,HALLETTSVILLE,29.368117,-96.773981
180 COUNTY ROAD 1H,HALLETTSVILLE,29.369026,-96.961183
180 COUNTY ROAD 1H,HALLETTSVILLE,29.369026,-96.961183
407 COUNTY ROAD 1H,HALLETTSVILLE,29.369039,-96.95741
48 COUNTY ROAD 1H,HALLETTSVILLE,29.369043,-96.963193
11443 FM 530,HALLETTSVILLE,29.36928,-96.776083
11443 FM 530,HALLETTSVILLE,29.36928,-96.776083
11434 FM 530,HALLETTSVILLE,29.369356,-96.77622
1054 COUNTY ROAD 1G,HALLETTSVILLE,29.37045,-96.946642
604 COUNTY ROAD 390A,HALLETTSVILLE,29.370741,-96.983993
331 COUNTY ROAD 390A,HALLETTSVILLE,29.370797,-96.987544
481 COUNTY ROAD 379A,HALLETTSVILLE,29.370854,-97.004778
5205 COUNTY ROAD 1,HALLETTSVILLE,29.370948,-96.926985
494 COUNTY ROAD 379A,HALLETTSVILLE,29.371056,-97.004769
5201 US HIGHWAY 77 S,HALLETTSVILLE,29.371116,-96.963475
63 COUNTY ROAD 390A,HALLETTSVILLE,29.371122,-96.992039
925 COUNTY ROAD 1G,HALLETTSVILLE,29.371515,-96.946766
925 COUNTY ROAD 1G,HALLETTSVILLE,29.371515,-96.946766
5084 COUNTY ROAD 1,HALLETTSVILLE,29.371588,-96.927043
835 COUNTY ROAD 377,HALLETTSVILLE,29.371723,-97.054988
489 COUNTY ROAD 1G,HALLETTSVILLE,29.37306,-96.95427
320 COUNTY ROAD 450,HALLETTSVILLE,29.373413,-97.00314
175 PRIVATE ROAD 1001,HALLETTSVILLE,29.373413,-97.00314
251 PRIVATE ROAD 1001,HALLETTSVILLE,29.373413,-97.00314
335 PRIVATE ROAD 1001,HALLETTSVILLE,29.373413,-97.00314
1162 COUNTY ROAD 374,HALLETTSVILLE,29.373413,-97.00314
1610 COUNTY ROAD 1B,HALLETTSVILLE,29.373413,-97.00314
1892 COUNTY ROAD 1B,HALLETTSVILLE,29.373413,-97.00314
320 COUNTY ROAD 378H,HALLETTSVILLE,29.373413,-97.00314
218 PRIVATE ROAD 1001,HALLETTSVILLE,29.373413,-97.00314
703 COUNTY ROAD 379A,HALLETTSVILLE,29.37349,-97.003888
552 COUNTY ROAD 390,HALLETTSVILLE,29.373527,-96.993218
552 COUNTY ROAD 390,HALLETTSVILLE,29.373527,-96.993218
2500 COUNTY ROAD 157A,HALLETTSVILLE,29.373916,-96.834533
2473 COUNTY ROAD 164,HALLETTSVILLE,29.374693,-96.96396
266 COUNTY ROAD 377A,HALLETTSVILLE,29.37536,-97.056859
10621 FM 530,HALLETTSVILLE,29.375766,-96.787817
10618 FM 530,HALLETTSVILLE,29.375791,-96.787862
352 COUNTY ROAD 157B,HALLETTSVILLE,29.375904,-96.824548
352 COUNTY ROAD 157B,HALLETTSVILLE,29.375904,-96.824548
5561 FM 318,HALLETTSVILLE,29.376259,-97.013914
10471 FM 530,HALLETTSVILLE,29.376974,-96.789959
4794 US HIGHWAY 77 S,HALLETTSVILLE,29.377129,-96.962147
177 COUNTY ROAD 157B,HALLETTSVILLE,29.378005,-96.825777
4515 COUNTY ROAD 1,HALLETTSVILLE,29.378013,-96.927284
4586 COUNTY ROAD 1,HALLETTSVILLE,29.378013,-96.927284
4737 US HIGHWAY 77 S,HALLETTSVILLE,29.378022,-96.961949
10322 FM 530,HALLETTSVILLE,29.378138,-96.792107
166 COUNTY ROAD 157B,HALLETTSVILLE,29.378364,-96.825978
10248 FM 530,HALLETTSVILLE,29.378674,-96.79318
107 COUNTY ROAD 124,HALLETTSVILLE,29.378876,-96.790855
1022 COUNTY ROAD 1D,HALLETTSVILLE,29.378989,-96.939308
1394 COUNTY ROAD 16C,HALLETTSVILLE,29.379709,-96.878394
4414 COUNTY ROAD 1,HALLETTSVILLE,29.380174,-96.928089
1826 COUNTY ROAD 15,HALLETTSVILLE,29.380261,-96.859503
1012 COUNTY ROAD 157,HALLETTSVILLE,29.380435,-96.825956
231 PRIVATE ROAD 1004,HALLETTSVILLE,29.380637,-96.961351
191 PRIVATE ROAD 1004,HALLETTSVILLE,29.380637,-96.961351
477 PRIVATE ROAD 1004,HALLETTSVILLE,29.380637,-96.961351
131 PRIVATE ROAD 1004,HALLETTSVILLE,29.380637,-96.961351
477 PRIVATE ROAD 1004,HALLETTSVILLE,29.380637,-96.961351
4530 US HIGHWAY 77 S,HALLETTSVILLE,29.380877,-96.961318
4523 US HIGHWAY 77 S,HALLETTSVILLE,29.380945,-96.961303
944 COUNTY ROAD 157,HALLETTSVILLE,29.381141,-96.825367
944 COUNTY ROAD 157,HALLETTSVILLE,29.381141,-96.825367
944 COUNTY ROAD 157,HALLETTSVILLE,29.381141,-96.825367
2157 COUNTY ROAD 164,HALLETTSVILLE,29.38123,-96.964659
2157 COUNTY ROAD 164,HALLETTSVILLE,29.38123,-96.964659
4363 COUNTY ROAD 1,HALLETTSVILLE,29.381387,-96.928664
1708 COUNTY ROAD 157,HALLETTSVILLE,29.381425,-96.836714
1657 COUNTY ROAD 170,HALLETTSVILLE,29.381425,-97.000057
1657 COUNTY ROAD 170,HALLETTSVILLE,29.381425,-97.000057
385 COUNTY ROAD 173,HALLETTSVILLE,29.381447,-97.010967
1669 COUNTY ROAD 170,HALLETTSVILLE,29.381483,-97.004294
1362 COUNTY ROAD 157,HALLETTSVILLE,29.381534,-96.832168
857 COUNTY ROAD 1D,HALLETTSVILLE,29.381552,-96.939069
214 COUNTY ROAD 124,HALLETTSVILLE,29.381569,-96.782349
419 COUNTY ROAD 124,HALLETTSVILLE,29.381595,-96.782264
419 COUNTY ROAD 124,HALLETTSVILLE,29.381595,-96.782264
901 COUNTY ROAD 157,HALLETTSVILLE,29.381638,-96.824976
1470 COUNTY ROAD 157,HALLETTSVILLE,29.381729,-96.833598
1698 COUNTY ROAD 15,HALLETTSVILLE,29.382005,-96.859553
4439 US HIGHWAY 77 S,HALLETTSVILLE,29.38214,-96.961041
4439 US HIGHWAY 77 S,HALLETTSVILLE,29.38214,-96.961041
169 COUNTY ROAD 173,HALLETTSVILLE,29.382141,-97.008536
788 COUNTY ROAD 173,HALLETTSVILLE,29.382364,-97.019375
4993 FM 318,HALLETTSVILLE,29.382384,-97.004723
805 COUNTY ROAD 157,HALLETTSVILLE,29.382851,-96.824597
805 COUNTY ROAD 157,HALLETTSVILLE,29.382851,-96.824597
1175 COUNTY ROAD 16C,HALLETTSVILLE,29.383119,-96.875291
4361 US HIGHWAY 77 S,HALLETTSVILLE,29.383204,-96.960805
4355 US HIGHWAY 77 S,HALLETTSVILLE,29.383261,-96.960793
4119 COUNTY ROAD 1,HALLETTSVILLE,29.383997,-96.930272
4117 COUNTY ROAD 1,HALLETTSVILLE,29.384011,-96.930283
1812 COUNTY ROAD 157A,HALLETTSVILLE,29.384276,-96.837597
1683 COUNTY ROAD 377,HALLETTSVILLE,29.384353,-97.049872
4249 US HIGHWAY 77 S,HALLETTSVILLE,29.384532,-96.960506
4249 US HIGHWAY 77 S,HALLETTSVILLE,29.384532,-96.960506
4249 US HIGHWAY 77 S,HALLETTSVILLE,29.384532,-96.960506
1682 COUNTY ROAD 377,HALLETTSVILLE,29.384558,-97.049866
3426 COUNTY ROAD 125,HALLETTSVILLE,29.384847,-96.769956
4637 US HIGHWAY 77A S,HALLETTSVILLE,29.384943,-97.060154
603 COUNTY ROAD 16C,HALLETTSVILLE,29.385361,-96.867424
3547 COUNTY ROAD 125,HALLETTSVILLE,29.385511,-96.767806
278 COUNTY ROAD 16C,HALLETTSVILLE,29.386135,-96.867405
1641 COUNTY ROAD 376,HALLETTSVILLE,29.386214,-97.040808
731 COUNTY ROAD 170,HALLETTSVILLE,29.386227,-96.992725
1353 COUNTY ROAD 157A,HALLETTSVILLE,29.386377,-96.840754
1353 COUNTY ROAD 157A,HALLETTSVILLE,29.386377,-96.840754
1353 COUNTY ROAD 157A,HALLETTSVILLE,29.386377,-96.840754
4385 US HIGHWAY 77A S,HALLETTSVILLE,29.386523,-97.057221
1296 COUNTY ROAD 157A,HALLETTSVILLE,29.386626,-96.840025
9293 FM 530,HALLETTSVILLE,29.386665,-96.805373
1859 COUNTY ROAD 173,HALLETTSVILLE,29.386886,-97.029567
608 COUNTY ROAD 1D,HALLETTSVILLE,29.387117,-96.939093
217 COUNTY ROAD 16C,HALLETTSVILLE,29.387733,-96.867348
1317 COUNTY ROAD 15,HALLETTSVILLE,29.387824,-96.861427
4212 US HIGHWAY 77A S,HALLETTSVILLE,29.387827,-97.054737
982 COUNTY ROAD 157A,HALLETTSVILLE,29.387907,-96.836037
968 COUNTY ROAD 157A,HALLETTSVILLE,29.387972,-96.835834
968 COUNTY ROAD 157A,HALLETTSVILLE,29.387972,-96.835834
9039 FM 530,HALLETTSVILLE,29.388233,-96.809006
179 COUNTY ROAD 16C,HALLETTSVILLE,29.388466,-96.866363
8974 FM 530,HALLETTSVILLE,29.388659,-96.809916
8974 FM 530,HALLETTSVILLE,29.388659,-96.809916
317 COUNTY ROAD 157,HALLETTSVILLE,29.389011,-96.82235
317 COUNTY ROAD 157A,HALLETTSVILLE,29.389072,-96.827825
317 COUNTY ROAD 157A,HALLETTSVILLE,29.389072,-96.827825
317 COUNTY ROAD 157A,HALLETTSVILLE,29.389072,-96.827825
4510 FM 318,HALLETTSVILLE,29.389116,-97.004149
4510 FM 318,HALLETTSVILLE,29.389116,-97.004149
295 COUNTY ROAD 157A,HALLETTSVILLE,29.389123,-96.827416
106 COUNTY ROAD 157A,HALLETTSVILLE,29.389281,-96.823955
106 COUNTY ROAD 157A,HALLETTSVILLE,29.389281,-96.823955
199 COUNTY ROAD 157A,HALLETTSVILLE,29.389356,-96.82562
199 COUNTY ROAD 157A,HALLETTSVILLE,29.389356,-96.82562
255 COUNTY ROAD 157,HALLETTSVILLE,29.389436,-96.821004
255 COUNTY ROAD 157,HALLETTSVILLE,29.389436,-96.821004
167 COUNTY ROAD 157A,HALLETTSVILLE,29.389437,-96.825027
216 COUNTY ROAD 157,HALLETTSVILLE,29.389781,-96.82039
678 COUNTY ROAD 154,HALLETTSVILLE,29.389842,-96.980747
678 COUNTY ROAD 154,HALLETTSVILLE,29.389842,-96.980747
481 COUNTY ROAD 154,HALLETTSVILLE,29.389901,-96.983509
412 COUNTY ROAD 154,HALLETTSVILLE,29.389944,-96.984486
243 COUNTY ROAD 154,HALLETTSVILLE,29.390058,-96.987507
243 COUNTY ROAD 154,HALLETTSVILLE,29.390058,-96.987507
2013 COUNTY ROAD 377,HALLETTSVILLE,29.390086,-97.049917
2013 COUNTY ROAD 377,HALLETTSVILLE,29.390086,-97.049917
974 COUNTY ROAD 15,HALLETTSVILLE,29.390232,-96.862936
49 COUNTY ROAD 157C,HALLETTSVILLE,29.390477,-96.818232
49 COUNTY ROAD 157C,HALLETTSVILLE,29.390477,-96.818232
95 COUNTY ROAD 157C,HALLETTSVILLE,29.390477,-96.818232
49 COUNTY ROAD 157C,HALLETTSVILLE,29.390477,-96.818232
96 COUNTY ROAD 157C,HALLETTSVILLE,29.390512,-96.818225
545 COUNTY ROAD 157A,HALLETTSVILLE,29.390529,-96.830505
530 COUNTY ROAD 157A,HALLETTSVILLE,29.390636,-96.830251
3229 FM 2616,HALLETTSVILLE,29.390862,-96.905608
3229 FM 2616,HALLETTSVILLE,29.390862,-96.905608
3227 FM 2616,HALLETTSVILLE,29.39106,-96.905678
8344 FM 530,HALLETTSVILLE,29.391528,-96.819426
1430 COUNTY ROAD 164,HALLETTSVILLE,29.3916,-96.964731
882 COUNTY ROAD 175,HALLETTSVILLE,29.391824,-97.063411
455 COUNTY ROAD 175,HALLETTSVILLE,29.391922,-97.05187
8216 FM 530,HALLETTSVILLE,29.392091,-96.821364
4254 FM 318,HALLETTSVILLE,29.392401,-96.999742
4254 FM 318,HALLETTSVILLE,29.392401,-96.999742
4188 FM 318,HALLETTSVILLE,29.392473,-96.997652
8049 FM 530,HALLETTSVILLE,29.392475,-96.823145
1881 COUNTY ROAD 125,HALLETTSVILLE,29.392556,-96.77832
802 COUNTY ROAD 1E,HALLETTSVILLE,29.392717,-96.925045
7866 FM 530,HALLETTSVILLE,29.392769,-96.82465
1126 COUNTY ROAD 176,HALLETTSVILLE,29.392997,-97.0532
3717 US HIGHWAY 77 S,HALLETTSVILLE,29.393045,-96.958652
558 COUNTY ROAD 1E,HALLETTSVILLE,29.393375,-96.930902
712 COUNTY ROAD 1E,HALLETTSVILLE,29.393381,-96.926617
362 COUNTY ROAD 1E,HALLETTSVILLE,29.393391,-96.936361
362 COUNTY ROAD 1E,HALLETTSVILLE,29.393391,-96.936361
836 COUNTY ROAD 153,HALLETTSVILLE,29.394388,-97.020582
250 COUNTY ROAD 127,HALLETTSVILLE,29.394824,-96.888763
4008 FM 318,HALLETTSVILLE,29.39524,-96.994079
8771 COUNTY ROAD 122,HALLETTSVILLE,29.395513,-96.7779
7588 FM 530,HALLETTSVILLE,29.395659,-96.830553
3120 US HIGHWAY 77A S,HALLETTSVILLE,29.395835,-97.038931
3118 US HIGHWAY 77A S,HALLETTSVILLE,29.395848,-97.038905
3023 COUNTY ROAD 1,HALLETTSVILLE,29.395922,-96.938895
7404 FM 530,HALLETTSVILLE,29.396011,-96.831162
4188 FM 530,HALLETTSVILLE,29.396055,-96.831267
3526 FM 530,HALLETTSVILLE,29.396055,-96.831267
4264 FM 530,HALLETTSVILLE,29.396055,-96.831267
13200 FM 530,HALLETTSVILLE,29.396055,-96.831267
11873 FM 530,HALLETTSVILLE,29.396055,-96.831267
4190 FM 530,HALLETTSVILLE,29.396055,-96.831267
11873 FM 530,HALLETTSVILLE,29.396055,-96.831267
12489 FM 530,HALLETTSVILLE,29.396055,-96.831267
2604 FM 530,HALLETTSVILLE,29.396055,-96.831267
3131 FM 530,HALLETTSVILLE,29.396055,-96.831267
3026 FM 530,HALLETTSVILLE,29.396055,-96.831267
6129 FM 1891,HALLETTSVILLE,29.396055,-96.831267
12489 FM 530,HALLETTSVILLE,29.396055,-96.831267
4438 FM 530,HALLETTSVILLE,29.396055,-96.831267
2604 FM 530,HALLETTSVILLE,29.396055,-96.831267
2068 FM 530,HALLETTSVILLE,29.396055,-96.831267
3283 FM 530,HALLETTSVILLE,29.396055,-96.831267
3254 FM 530,HALLETTSVILLE,29.396055,-96.831267
3541 FM 530,HALLETTSVILLE,29.396055,-96.831267
12570 FM 530,HALLETTSVILLE,29.396055,-96.831267
11923 FM 530,HALLETTSVILLE,29.396055,-96.831267
11800 FM 530,HALLETTSVILLE,29.396055,-96.831267
2355 FM 530,HALLETTSVILLE,29.396055,-96.831267
2980 FM 530,HALLETTSVILLE,29.396055,-96.831267
3380 FM 530,HALLETTSVILLE,29.396055,-96.831267
13476 FM 530,HALLETTSVILLE,29.396055,-96.831267
3200 FM 2616,HALLETTSVILLE,29.396206,-96.907263
130 COUNTY ROAD 126,HALLETTSVILLE,29.39659,-96.9073
376 COUNTY ROAD 126,HALLETTSVILLE,29.396606,-96.901644
668 COUNTY ROAD 15,HALLETTSVILLE,29.396615,-96.867321
426 COUNTY ROAD 126,HALLETTSVILLE,29.396616,-96.900516
914 COUNTY ROAD 126,HALLETTSVILLE,29.39664,-96.892721
788 COUNTY ROAD 126,HALLETTSVILLE,29.396641,-96.894665
569 COUNTY ROAD 126,HALLETTSVILLE,29.396648,-96.898026
728 COUNTY ROAD 126,HALLETTSVILLE,29.396664,-96.895594
876 COUNTY ROAD 176,HALLETTSVILLE,29.396721,-97.053264
876 COUNTY ROAD 176,HALLETTSVILLE,29.396721,-97.053264
194 COUNTY ROAD 176,HALLETTSVILLE,29.396796,-97.041264
194 COUNTY ROAD 176,HALLETTSVILLE,29.396796,-97.041264
1543 COUNTY ROAD 125,HALLETTSVILLE,29.396817,-96.779224
3798 FM 318,HALLETTSVILLE,29.396817,-96.994084
619 COUNTY ROAD 15,HALLETTSVILLE,29.396882,-96.867445
488 COUNTY ROAD 176,HALLETTSVILLE,29.39733,-97.045549
364 COUNTY ROAD 176,HALLETTSVILLE,29.397366,-97.043638
2780 FM 2616,HALLETTSVILLE,29.397698,-96.907309
2773 FM 2616,HALLETTSVILLE,29.397813,-96.9073
3621 FM 318,HALLETTSVILLE,29.39813,-96.994077
295 COUNTY ROAD 15,HALLETTSVILLE,29.398494,-96.867922
1416 COUNTY ROAD 125,HALLETTSVILLE,29.398661,-96.780525
2718 FM 2616,HALLETTSVILLE,29.398701,-96.90721
2718 FM 2616,HALLETTSVILLE,29.398701,-96.90721
2647 FM 2616,HALLETTSVILLE,29.399839,-96.907052
1713 COUNTY ROAD 126,HALLETTSVILLE,29.400187,-96.882011
1713 COUNTY ROAD 126,HALLETTSVILLE,29.400187,-96.882011
265 COUNTY ROAD 15,HALLETTSVILLE,29.400655,-96.868626
788 COUNTY ROAD 171,HALLETTSVILLE,29.401606,-97.008076
491 COUNTY ROAD 171,HALLETTSVILLE,29.401622,-97.001022
101 COUNTY ROAD 164A,HALLETTSVILLE,29.401629,-96.968644
2516 FM 2616,HALLETTSVILLE,29.401726,-96.90678
1324 COUNTY ROAD 1B,HALLETTSVILLE,29.40192,-96.94853
2437 FM 2616,HALLETTSVILLE,29.402487,-96.906671
2426 FM 2616,HALLETTSVILLE,29.402616,-96.906661
2795 COUNTY ROAD 1,HALLETTSVILLE,29.402753,-96.938476
2795 COUNTY ROAD 1,HALLETTSVILLE,29.402753,-96.938476
2215 COUNTY ROAD 126,HALLETTSVILLE,29.403005,-96.877537
2309 US HIGHWAY 77A S,HALLETTSVILLE,29.403369,-97.029159
2886 FM 318,HALLETTSVILLE,29.404343,-96.987007
2886 FM 318,HALLETTSVILLE,29.404343,-96.987007
373 COUNTY ROAD 1A,HALLETTSVILLE,29.404698,-96.954596
373 COUNTY ROAD 1A,HALLETTSVILLE,29.404698,-96.954596
373 COUNTY ROAD 1A,HALLETTSVILLE,29.404698,-96.954596
367 COUNTY ROAD 1A,HALLETTSVILLE,29.404699,-96.954495
369 COUNTY ROAD 1A,HALLETTSVILLE,29.404699,-96.95453
369 COUNTY ROAD 1A,HALLETTSVILLE,29.404699,-96.95453
371 COUNTY ROAD 1A,HALLETTSVILLE,29.404699,-96.954561
339 COUNTY ROAD 1A,HALLETTSVILLE,29.404713,-96.954017
2289 FM 2616,HALLETTSVILLE,29.404982,-96.906646
1298 COUNTY ROAD 172,HALLETTSVILLE,29.406074,-97.01009
612 COUNTY ROAD 1B,HALLETTSVILLE,29.406458,-96.94708
905 COUNTY ROAD 125,HALLETTSVILLE,29.406548,-96.783688
2101 FM 2616,HALLETTSVILLE,29.40737,-96.906797
807 COUNTY ROAD 125,HALLETTSVILLE,29.407863,-96.784136
1537 COUNTY ROAD 165,HALLETTSVILLE,29.408062,-96.970465
2304 FM 318,HALLETTSVILLE,29.408315,-96.98273
2304 FM 318,HALLETTSVILLE,29.408315,-96.98273
2646 US HIGHWAY 77 S,HALLETTSVILLE,29.408855,-96.957075
2646 US HIGHWAY 77 S,HALLETTSVILLE,29.408855,-96.957075
1974 FM 2616,HALLETTSVILLE,29.408955,-96.906944
1738 US HIGHWAY 77A S,HALLETTSVILLE,29.409129,-97.021668
405 COUNTY ROAD 1BB,HALLETTSVILLE,29.409398,-96.943949
410 COUNTY ROAD 1BB,HALLETTSVILLE,29.409415,-96.943978
90 COUNTY ROAD 134A,HALLETTSVILLE,29.409507,-96.871858
1651 US HIGHWAY 77A S,HALLETTSVILLE,29.409581,-97.020986
1878 FM 2616,HALLETTSVILLE,29.410165,-96.90714
249 COUNTY ROAD 134A,HALLETTSVILLE,29.410207,-96.872525
1865 FM 2616,HALLETTSVILLE,29.410325,-96.907175
1865 FM 2616,HALLETTSVILLE,29.410325,-96.907175
372 COUNTY ROAD 1B,HALLETTSVILLE,29.410912,-96.942872
84 COUNTY ROAD 177,HALLETTSVILLE,29.411585,-97.019875
1754 FM 2616,HALLETTSVILLE,29.411682,-96.90755
1148 COUNTY ROAD 177,HALLETTSVILLE,29.411825,-97.039367
1148 COUNTY ROAD 177,HALLETTSVILLE,29.411825,-97.039367
764 COUNTY ROAD 177,HALLETTSVILLE,29.411854,-97.030069
946 COUNTY ROAD 177,HALLETTSVILLE,29.411859,-97.034666
518 COUNTY ROAD 1C,HALLETTSVILLE,29.412057,-96.929614
534 COUNTY ROAD 172,HALLETTSVILLE,29.412061,-97.014968
534 COUNTY ROAD 172,HALLETTSVILLE,29.412061,-97.014968
2388 US HIGHWAY 77 S,HALLETTSVILLE,29.41228,-96.956738
1341 US HIGHWAY 77A S,HALLETTSVILLE,29.412306,-97.016896
2082 FM 318,HALLETTSVILLE,29.412507,-96.978446
1666 FM 2616,HALLETTSVILLE,29.412722,-96.907992
1427 COUNTY ROAD 165,HALLETTSVILLE,29.413286,-96.967607
1427 COUNTY ROAD 165,HALLETTSVILLE,29.413286,-96.967607
1493 COUNTY ROAD 177,HALLETTSVILLE,29.413608,-97.041068
716 COUNTY ROAD 1C,HALLETTSVILLE,29.413695,-96.925959
349 PRIVATE ROAD 1002,HALLETTSVILLE,29.413856,-97.006096
1522 COUNTY ROAD 177,HALLETTSVILLE,29.414017,-97.041072
1548 FM 2616,HALLETTSVILLE,29.414027,-96.90882
1267 COUNTY ROAD 134,HALLETTSVILLE,29.414389,-96.869253
257 COUNTY ROAD 125,HALLETTSVILLE,29.414459,-96.786318
257 COUNTY ROAD 125,HALLETTSVILLE,29.414459,-96.786318
98 PRIVATE ROAD 1002,HALLETTSVILLE,29.415067,-97.018441
1055 US HIGHWAY 77A S,HALLETTSVILLE,29.415072,-97.013381
178 COUNTY ROAD 1B,HALLETTSVILLE,29.41513,-96.940537
1831 COUNTY ROAD 1,HALLETTSVILLE,29.415645,-96.937841
99 PRIVATE ROAD 1002,HALLETTSVILLE,29.416209,-97.006257
1716 COUNTY ROAD 177,HALLETTSVILLE,29.416532,-97.041365
1718 COUNTY ROAD 177,HALLETTSVILLE,29.416546,-97.041384
1730 COUNTY ROAD 177,HALLETTSVILLE,29.416548,-97.041561
1905 COUNTY ROAD 177,HALLETTSVILLE,29.416592,-97.044496
1733 FM 318,HALLETTSVILLE,29.41706,-96.975965
1748 FM 318,HALLETTSVILLE,29.417063,-96.975962
526 COUNTY ROAD 131A,HALLETTSVILLE,29.417291,-96.898375
520 COUNTY ROAD 131A,HALLETTSVILLE,29.417359,-96.89835
1712 FM 318,HALLETTSVILLE,29.41737,-96.975716
